pid,weight,x_utm,y_utm,lat,lon
341,222.89257698519293,550211.246143134,5274630.720402577,47.623133,-122.33173750000002
342,222.89257698519293,550308.8280012333,5274631.350851547,47.6231311,-122.33043880000001
343,890.2412885550517,549766.9404849666,5273141.133925199,47.609765199999984,-122.33781960000002
344,890.2412885550517,549847.8701436572,5273191.718630951,47.6102141,-122.3367371
345,1275.4010391020638,549934.5387681783,5273246.032563166,47.610696100000006,-122.3355778
346,1275.4010391020638,550016.4211127278,5273297.3724992275,47.61115169999999,-122.33448250000001
347,1275.4010391020638,550100.4626801865,5273350.043688593,47.61161909999999,-122.33335830000001
348,1275.4010391020638,550184.2408509913,5273402.580475084,47.61208529999999,-122.3322376
349,164.6243669448561,550432.745785671,5273559.584671866,47.61347859999999,-122.3289131
350,183.5192023700494,550514.2475763335,5273608.738894755,47.6139145,-122.327823
351,181.60547746585303,549840.6226261836,5272657.346086652,47.605406800000004,-122.3368943
352,181.60547746585303,549923.4138221919,5272709.837095079,47.6058727,-122.3357869
353,890.2412885550517,550005.7027217399,5272762.00267626,47.60633570000001,-122.3346862
354,890.2412885550517,550088.3714677042,5272814.406115041,47.606800799999995,-122.3335804
355,890.2412885550517,550171.0833524539,5272866.8666974995,47.6072664,-122.332474
356,1167.3888665563823,550338.6622422737,5272972.388030039,47.6082028,-122.33023239999999
357,1167.3888665563823,550420.5650680844,5273024.022770327,47.608661,-122.3291368
358,183.5192023700494,550586.7993201972,5273128.428314781,47.6095874,-122.3269131
359,392.83050851292734,550756.5134776321,5273235.614311885,47.61053849999999,-122.3246427
360,392.83050851292734,550836.7013845851,5273285.695175811,47.6109828,-122.32356999999999
361,392.83050851292734,550919.0071363373,5273337.529544707,47.61144270000001,-122.32246890000002
362,392.83050851292734,551001.7169937749,5273390.257807247,47.611910599999995,-122.3213623
363,276.03060324118366,548628.6214537054,5274111.775324987,47.61858469999999,-122.35285689999999
364,507.6801927547495,550038.3279863182,5272341.173878155,47.60254690000001,-122.3343002
365,890.2412885550517,549937.8904053535,5272501.885302195,47.60400059999999,-122.335618
366,890.2412885550517,549889.9765329403,5272578.4101699265,47.604692799999995,-122.3362467
367,181.60547746585303,549741.6902481624,5272815.572890649,47.60683800000001,-122.33819250000002
368,481.6413848528156,549306.3244847043,5273368.358537707,47.6118448,-122.3439224
369,481.6413848528156,549009.4628021176,5273622.445859396,47.614153400000006,-122.3478438
370,104.0276804926654,548940.5309763955,5273681.496297498,47.614689899999995,-122.3487544
371,104.0276804926654,548799.0767976415,5273802.581554065,47.61578999999999,-122.35062310000002
372,104.0276804926654,548727.5477324232,5273864.480272551,47.616352299999996,-122.35156800000001
373,104.0276804926654,548655.7687708572,5273925.888725348,47.61691019999999,-122.35251630000002
374,104.0276804926654,548555.4865069755,5274011.701478176,47.6176898,-122.35384120000002
375,276.03060324118366,548530.6200405996,5274032.38972635,47.6178778,-122.35416980000001
376,276.03060324118366,548457.0572010509,5274094.641545971,47.6184434,-122.3551418
377,276.03060324118366,548441.0501307459,5274109.157457382,47.6185752,-122.3553532
378,138.41879173705084,550245.7763842918,5271871.233247382,47.59830269999999,-122.33159440000001
379,241.63233538745038,551438.278355527,5273554.344154662,47.6133524,-122.31553449999998
380,241.63233538745038,551436.5357636297,5273639.400135253,47.614117799999995,-122.31554770000001
381,66.63043478260873,551435.0722899465,5273768.628129142,47.6152806,-122.315552
382,66.63043478260873,551424.9305213817,5274027.9763925215,47.6176148,-122.31565650000002
383,66.63043478260873,551431.4814054642,5274157.675308302,47.6187812,-122.3155541
384,276.03060324118366,548530.9537733293,5274110.538898724,47.61858089999999,-122.3541567
385,104.0276804926654,548527.5720622637,5273778.374745626,47.6155926,-122.35423850000001
386,276.03060324118366,548719.7263491431,5274000.01242601,47.617572299999985,-122.351657
387,276.03060324118366,548783.3622409396,5274073.767389114,47.618231099999996,-122.35080200000002
388,1.3307245674200359,548818.2459724372,5274114.194136902,47.6185922,-122.35033330000002
389,276.03060324118366,548336.1614275747,5274109.642611343,47.618587399999996,-122.3567489
390,9.905020294261565,548737.079315533,5274113.148065374,47.618588900000006,-122.3514135
391,140.3994728427065,549022.5080329647,5274114.096952966,47.618575899999996,-122.3476152
392,140.3994728427065,549218.2940552569,5274114.824508297,47.618567600000006,-122.34500979999999
393,140.3994728427065,549476.8892164953,5274115.58022191,47.618554700000004,-122.3415686
394,1.3307245674200359,549708.2609274823,5274116.015131046,47.6185409,-122.33848969999998
395,25.894162541933127,549903.7692216978,5274116.752228172,47.6185325,-122.335888
396,25.894162541933127,549949.164813821,5274116.9632624155,47.618530899999996,-122.33528390000001
397,710.2890650336079,550023.1984753069,5274117.309228667,47.6185283,-122.3342987
398,25.894162541933127,550120.7213672887,5274117.924771887,47.61852629999999,-122.33300090000002
399,15.196138850930655,550241.8817205587,5274118.178816891,47.6185192,-122.3313886
400,414.435143232494,549533.1372836173,5273432.922985698,47.61240839999999,-122.3408973
401,414.435143232494,549596.4573420031,5273506.26178299,47.6130634,-122.34004649999999
402,414.435143232494,549657.0588484767,5273576.521634963,47.613690899999995,-122.33923220000001
403,414.435143232494,549724.0220821996,5273654.994509948,47.61439179999999,-122.33833230000002
404,414.435143232494,549767.4442543437,5273703.669029785,47.61482639999999,-122.337749
405,710.2890650336079,549789.9730195251,5273729.469410938,47.6150568,-122.3374463
406,710.2890650336079,549854.9665586106,5273804.09250851,47.6157232,-122.33657300000002
407,710.2890650336079,549981.812201216,5273952.769427758,47.617051100000005,-122.3348682
408,710.2890650336079,550046.0444234599,5274028.833128038,47.6177305,-122.33400480000002
409,66.63043478260873,551132.5370844393,5274151.988411029,47.61875369999999,-122.31953280000002
410,59.206350118539376,551130.5119547358,5274281.7450515665,47.6199213,-122.31954459999999
411,33.118958921703154,551071.2317719234,5275049.579996846,47.6268343,-122.3202439
412,33.118958921703154,551071.1995861689,5275254.689350082,47.628679700000006,-122.3202204
413,33.118958921703154,551071.1895227119,5275456.39788188,47.630494500000005,-122.320197
414,72.71646346761983,551088.1072829174,5275741.047964568,47.6330542,-122.3199386
415,33.118958921703154,551074.840074015,5275960.346055702,47.63502829999999,-122.3200896
416,89.35456371243312,551145.1974663477,5271884.208186207,47.598349099999986,-122.319629
417,89.35456371243312,551145.5156602641,5271790.481663975,47.5975058,-122.31963570000002
418,66.63043478260873,551524.9561942873,5274159.690195215,47.618791900000005,-122.31431000000002
419,59.206350118539376,551522.8894200254,5274289.768797925,47.6199624,-122.3143222
420,59.206350118539376,551493.3802927964,5274511.611911917,47.6219607,-122.3146888
421,59.206350118539376,551493.6315497722,5274638.799030948,47.623105,-122.3146705
422,33.118958921703154,551496.2727075611,5275060.101001141,47.6268953,-122.31458579999999
423,33.118958921703154,551497.1644214758,5275144.535808506,47.6276549,-122.314564
424,33.118958921703154,551496.7105837013,5275227.335994668,47.628399900000005,-122.31456030000001
425,104.0276804926654,548669.8403911607,5273654.566717235,47.614468,-122.35235920000001
426,276.03060324118366,548862.2010233803,5273877.455623251,47.6164589,-122.3497748
427,276.03060324118366,548925.2244337092,5273952.5073964195,47.617129399999996,-122.34892780000001
428,386.0166166894943,548988.9338004186,5274028.010232768,47.617803900000006,-122.3480716
429,890.2412885550517,549793.007725488,5272409.540329455,47.6031809,-122.33755590000001
430,181.60547746585303,549598.9385699905,5272725.1291590985,47.6060352,-122.3401019
431,104.0276804926654,548544.2253874929,5273651.1963235345,47.6144471,-122.354031
432,675.1680654684775,550505.9735587453,5272524.972495668,47.604164299999994,-122.328058
433,675.1680654684775,550457.5192109064,5272604.033375365,47.6048794,-122.32869350000001
434,1275.4010391020638,550344.7158121245,5272755.294728896,47.6062491,-122.33017680000002
435,1275.4010391020638,550303.6007001678,5272840.566589184,47.60701949999999,-122.330714
436,1275.4010391020638,550157.1783346274,5273076.501367651,47.6091536,-122.33263500000001
437,1275.4010391020638,550086.7840606524,5273186.419557394,47.610148,-122.333559
438,1275.4010391020638,549947.9423914527,5273406.2639853405,47.61213670000001,-122.3353812
439,710.2890650336079,549822.1229209378,5273569.538568671,47.61361539999999,-122.3370367
440,414.435143232494,549780.07742376,5273606.891124684,47.6139547,-122.33759190000002
441,414.435143232494,549626.144369814,5273739.298052586,47.6151578,-122.33962510000002
442,386.0166166894943,549262.1086195031,5274054.0200773915,47.6180172,-122.3444336
443,66.63043478260873,551329.752260595,5274156.000460272,47.61877419999999,-122.31690800000001
444,59.206350118539376,551327.2110934041,5274285.830361266,47.6199425,-122.31692659999999
445,59.206350118539376,551336.7791483336,5274510.8304585265,47.6219661,-122.31677290000002
446,59.206350118539376,551337.4493992345,5274638.610282865,47.6231157,-122.31674899999999
447,33.118958921703154,551330.4151171272,5275016.5907675335,47.626517,-122.3167983
448,33.118958921703154,551329.7867645071,5275227.785832394,47.6284172,-122.3167819
449,89.35456371243312,551325.0915718568,5271884.988224729,47.59834190000001,-122.31723599999998
450,89.35456371243312,551325.9753812966,5271791.388903617,47.5974997,-122.3172352
451,73.73053303143445,550562.8901641398,5275937.073643271,47.63485909999999,-122.32690690000001
452,73.73053303143445,550770.9507493031,5275941.350853033,47.6348813,-122.3241369
453,76.6904761904762,550693.8635089083,5274634.976641617,47.62313369999999,-122.32531430000002
454,90.91666666666669,551023.0438888185,5274637.960718704,47.62313470000001,-122.3209332
455,59.206350118539376,551415.1939742807,5274638.373194506,47.623107400000016,-122.31571440000002
456,59.206350118539376,551571.033659819,5274639.905867696,47.623108800000004,-122.3136403
457,59.206350118539376,551646.3913036139,5274648.709181615,47.62318199999999,-122.3126364
458,138.41879173705084,550045.2758085341,5271870.509713553,47.5983117,-122.3342615
459,138.41879173705084,550147.6723530507,5271870.877957661,47.5983071,-122.3328994
460,33.6738327583303,550539.9625636716,5271881.644164023,47.598373499999994,-122.32768000000002
461,89.35456371243312,550638.2164527415,5271882.0518137,47.5983695,-122.326373
462,89.35456371243312,550836.2351328082,5271882.896362065,47.598361600000004,-122.32373890000001
463,89.35456371243312,550933.5117241251,5271883.311582493,47.5983577,-122.3224449
464,93.54311810626854,550044.656773397,5272157.293314445,47.600891999999995,-122.33423700000002
465,93.54311810626854,550147.7149900844,5272157.934065955,47.6008898,-122.33286600000001
466,146.83909249980587,550538.5557098803,5272160.240946743,47.6008802,-122.3276666
467,146.83909249980587,550636.5698467406,5272161.746908742,47.6008861,-122.3263626
468,190.46225795960805,550507.2518434784,5273754.3128862055,47.61522480000001,-122.3278993
469,190.46225795960805,550589.6147590671,5273754.949328649,47.6152241,-122.3268033
470,190.46225795960805,550684.9204621653,5273756.299651275,47.61522879999999,-122.325535
471,190.46225795960805,550843.9205850855,5273759.18485272,47.61524229999999,-122.323419
472,701.4813557327243,550939.5773823096,5273760.775809763,47.6152491,-122.32214600000002
473,66.63043478260873,551532.8324788923,5273770.314073831,47.61528800000001,-122.31425099999998
474,88.07274729213015,551698.967834328,5271608.413506375,47.59582379999999,-122.31229540000001
475,890.2412885550517,549973.4310062515,5272630.774171399,47.6051575,-122.33513050000002
476,890.2412885550517,550055.9976305855,5272683.943136622,47.6056295,-122.334026
477,890.2412885550517,550139.2460249142,5272735.451975513,47.60608649999999,-122.3329126
478,890.2412885550517,550220.92885268,5272787.037462093,47.60654429999999,-122.33182
479,1167.3888665563823,550386.9025405707,5272893.213194418,47.6074867,-122.3295997
480,1167.3888665563823,550470.8773742148,5272945.222197422,47.6079481,-122.3284765
481,183.5192023700494,550630.1949674097,5273045.656736466,47.6088393,-122.3263453
482,183.5192023700494,550721.2606835741,5273101.999014628,47.60933909999999,-122.32512719999998
483,392.83050851292734,550804.0215462577,5273154.635898277,47.6098062,-122.32402000000002
484,392.83050851292734,550886.618781756,5273206.905774633,47.61027,-122.322915
485,392.83050851292734,550968.0560622078,5273258.43314384,47.61072719999999,-122.3218255
486,33.118958921703154,550991.8071343813,5275253.5827156585,47.628676,-122.32127720000001
487,33.118958921703154,551414.2006924374,5275227.807682029,47.628410699999996,-122.3156584
488,66.63043478260873,551332.3888074041,5274026.438176726,47.6176083,-122.31688810000001
489,66.63043478260873,551521.9420354842,5274029.700078391,47.61762259999999,-122.3143654
490,67.02894950844235,550590.0670503138,5274035.3303243015,47.617746699999984,-122.32676490000001
491,67.02894950844235,550628.5770337915,5274034.9756058,47.6177405,-122.3262525
492,100.53125,550679.9393830938,5274036.155552283,47.6177471,-122.3255689
493,100.53125,550838.1926909613,5274038.489610228,47.6177557,-122.3234628
494,100.53125,550838.9730879287,5274017.945490997,47.617570799999996,-122.32345480000001
495,0.33934579516878693,549566.3436352375,5273271.832839912,47.6109565,-122.34047369999999
496,414.435143232494,549631.2752784834,5273347.608654116,47.6116333,-122.33960119999999
497,414.435143232494,549754.2165098193,5273491.534449047,47.612918799999996,-122.3379491
498,414.435143232494,549789.5188785152,5273531.870563032,47.613279,-122.3374748
499,710.2890650336079,549887.0395986793,5273644.528107536,47.6142851,-122.33616440000002
500,710.2890650336079,549951.8950470729,5273719.451192104,47.61495419999999,-122.33529289999998
501,710.2890650336079,550079.4554315761,5273866.224641285,47.61626489999999,-122.33357880000001
502,710.2890650336079,550144.4600954476,5273943.318599949,47.6169535,-122.332705
503,710.2890650336079,550207.125267435,5274016.992100098,47.61761149999999,-122.33186269999999
504,710.2890650336079,550271.6233235084,5274093.182901597,47.618292000000004,-122.3309957
505,222.89257698519293,550313.4446988793,5274141.836723149,47.61872650000001,-122.33043360000002
506,138.41879173705084,550128.8397742277,5271213.946127212,47.592398,-122.333225
507,481.6413848528156,548885.254799639,5273472.723562145,47.612815700000006,-122.3495132
508,104.0276804926654,548813.6167453518,5273534.486979351,47.61337679999999,-122.3504595
509,104.0276804926654,548597.8174664477,5273716.162803366,47.6150276,-122.3533107
510,104.0276804926654,548343.8029754504,5273964.805694343,47.617283699999994,-122.3566632
511,201.2631399977182,551351.1157535291,5272829.425013397,47.60683709999999,-122.31677920000001
512,201.2631399977182,551348.2319567791,5273094.560944626,47.6092228,-122.3167865
513,201.2631399977182,551347.4253141278,5273224.550397712,47.610392399999995,-122.316782
514,201.2631399977182,551343.4410516692,5273495.156308963,47.61282739999999,-122.3168033
515,241.63233538745038,551341.0878113835,5273636.902609314,47.6141029,-122.31681800000001
516,140.3994728427065,549707.7617917272,5274245.907033752,47.6197096,-122.33848159999998
517,140.3994728427065,549707.4650118792,5274375.856262028,47.62087879999999,-122.33847079999998
518,140.3994728427065,549707.1378352821,5274505.838601614,47.6220483,-122.3384604
519,276.03060324118366,548618.3852123629,5274083.970235209,47.6183353,-122.3529962
520,392.83050851292734,550944.2656328686,5273508.103829645,47.61297540000001,-122.322113
521,701.4813557327243,550942.0416332218,5273631.011999025,47.614081399999996,-122.32212830000002
522,73.73053303143445,550552.7154518343,5275430.924774761,47.630306000000004,-122.3271008
523,710.2890650336079,550175.0939645236,5273779.797575171,47.615479900000004,-122.3323161
524,710.2890650336079,550241.683860743,5273858.662364235,47.616184299999986,-122.33142100000002
525,710.2890650336079,550306.292410427,5273934.39876342,47.616860700000004,-122.3305526
526,140.3994728427065,549020.3356437025,5274243.718968521,47.6197423,-122.3476296
527,33.6738327583303,550540.3254831725,5271787.706974827,47.59752829999999,-122.32768600000001
528,181.60547746585303,549873.794132556,5272788.281420826,47.60658229999999,-122.33643810000001
529,890.2412885550517,549957.338270765,5272840.368157033,47.60704449999999,-122.3353207
530,890.2412885550517,550038.5802926653,5272892.525276861,47.607507500000004,-122.3342339
531,890.2412885550517,550121.6353707687,5272946.077348712,47.6079829,-122.33312280000001
532,1167.3888665563823,550369.8675137807,5273102.331395617,47.60936950000001,-122.3298023
533,183.5192023700494,550536.7026853141,5273207.485415536,47.61030259999999,-122.3275705
534,183.5192023700494,550620.77075922,5273260.197723863,47.610770300000006,-122.3264459
535,183.5192023700494,550702.5395734034,5273311.802044567,47.6112282,-122.325352
536,392.83050851292734,550786.8077292504,5273365.363253259,47.61170349999999,-122.3242246
537,392.83050851292734,550869.2261786077,5273417.120116482,47.61216269999999,-122.323122
538,710.2890650336079,550024.276773793,5274045.084743241,47.61787840000001,-122.33429260000001
539,108.99883081564843,550589.344391174,5273630.230020302,47.614102,-122.32682130000002
540,190.46225795960805,550687.3531945369,5273631.237027878,47.61410339999999,-122.3255171
541,190.46225795960805,550845.5972760292,5273631.581515145,47.6140941,-122.32341150000002
542,241.63233538745038,551142.9403025429,5273634.36052608,47.6140957,-122.31945480000002
543,241.63233538745038,551534.9847803359,5273641.625661254,47.61413,-122.3142375
544,276.03060324118366,549073.5731868905,5273695.263190863,47.614803699999996,-122.3469826
545,507.6801927547495,550172.4081826005,5272316.2622491205,47.602312399999995,-122.3325194
546,890.2412885550517,550122.2713089884,5272395.511430087,47.60302930000001,-122.33317730000002
547,890.2412885550517,550022.3902631047,5272553.392004,47.604457499999995,-122.33448799999998
548,181.60547746585303,549823.6962713841,5272867.422289279,47.607298199999995,-122.3370956
549,181.60547746585303,549754.0232391516,5272976.961554013,47.6082891,-122.33801010000002
550,181.60547746585303,549614.4808115842,5273197.063384941,47.6102801,-122.3398417
551,481.6413848528156,549369.3304780447,5273441.036390224,47.6124939,-122.3430759
552,276.03060324118366,549003.9720198668,5273755.285328434,47.615349,-122.34790199999999
553,276.03060324118366,548789.9854167091,5273937.90293189,47.617008199999994,-122.350729
554,89.35456371243312,550836.6328932088,5271788.9594190195,47.5975164,-122.3237445
555,890.2412885550517,549837.6744221228,5273029.514342491,47.608755499999994,-122.3368912
556,890.2412885550517,549918.8813269726,5273080.313556979,47.609206300000004,-122.33580500000001
557,1275.4010391020638,550004.2461334683,5273134.283899298,47.609685299999995,-122.33466310000001
558,1275.4010391020638,550172.0309641255,5273238.012880296,47.6106056,-122.3324189
559,183.5192023700494,550419.7425300749,5273397.232456392,47.612018899999995,-122.3291048
560,183.5192023700494,550501.8863144094,5273449.770845976,47.612485199999995,-122.3280058
561,507.6801927547495,550290.7383624016,5272499.104777463,47.603948300000006,-122.3309243
562,507.6801927547495,550370.5662655485,5272548.986896334,47.604390900000006,-122.3298566
563,517.7530057724063,550537.8972961097,5272656.8901928,47.6053487,-122.3276181
564,517.7530057724063,550620.5567173475,5272710.012471293,47.605820200000004,-122.32651230000002
565,517.7530057724063,550785.8162305916,5272813.926046875,47.60674219999999,-122.32430170000002
566,517.7530057724063,550864.8332664934,5272863.596851662,47.6071829,-122.32324470000002
567,392.83050851292734,550952.0454322178,5272918.886548271,47.60767349999999,-122.32207799999999
568,72.71646346761983,550551.4093503593,5275129.440211474,47.627593600000004,-122.32715299999998
569,222.89257698519293,550312.2057909821,5274247.047981526,47.6196732,-122.330438
570,222.89257698519293,550281.1953391524,5274825.873709614,47.6248834,-122.3307842
571,73.73053303143445,550273.8999338489,5275046.124675429,47.6268656,-122.330856
572,228.118409685993,551151.0434400694,5273422.642592739,47.61219020000001,-122.31937170000002
573,241.63233538745038,551145.3007463899,5273506.6631622445,47.6129466,-122.31943830000002
574,517.7530057724063,550670.8443262532,5272629.479487525,47.6050917,-122.32585259999999
575,1167.3888665563823,550519.9379856468,5272867.900556019,47.60724859999999,-122.32783270000002
576,1275.4010391020638,550115.3282885386,5273510.999495988,47.613066100000005,-122.3331421
577,66.63043478260873,551641.778402765,5274258.533012392,47.6196719,-122.31274380000002
578,59.206350118539376,551641.7631573343,5274291.632292009,47.6199697,-122.3127401
579,59.206350118539376,551646.3752861231,5274511.465326579,47.6219472,-122.31265279999998
580,414.435143232494,549432.9009056002,5274036.28236849,47.6178446,-122.3421629
581,140.3994728427065,549510.3446670595,5274504.874688403,47.62205469999999,-122.34107940000001
582,2143.2359624903006,549902.4750862537,5274503.962470613,47.62201639999999,-122.33586110000002
583,2143.2359624903006,550017.1947502831,5274504.245739098,47.62201009999999,-122.3343344
584,2143.2359624903006,550115.8499162098,5274500.891992977,47.6219723,-122.33302190000002
585,190.46225795960805,550505.3218370749,5273637.91517973,47.6141777,-122.32793840000001
586,67.02894950844235,550505.4131630908,5274118.278037121,47.6184996,-122.3278818
587,517.7530057724063,550919.3696036572,5272787.404373022,47.60649310000001,-122.32252799999999
588,517.7530057724063,550769.9601107218,5273022.375561912,47.60861890000001,-122.3244885
589,183.5192023700494,550570.6230073688,5273339.154063991,47.6114846,-122.32710399999999
590,108.99883081564843,550848.5873356793,5273508.502189652,47.61298649999999,-122.323386
591,392.83050851292734,551019.4675960704,5273180.913864355,47.6100257,-122.3211505
592,183.5192023700494,550487.9465832543,5273287.25476375,47.611024099999995,-122.32821
593,392.83050851292734,550737.6629639067,5273442.904260232,47.612404999999995,-122.3248695
594,890.2412885550517,549907.2529190923,5272919.71960899,47.60776229999998,-122.335978
595,890.2412885550517,549988.7371550642,5272970.722209142,47.60821489999999,-122.33488810000001
596,890.2412885550517,550073.3311545816,5273023.542128239,47.60868359999999,-122.3337566
597,33.118958921703154,551401.9436241365,5275017.732615903,47.62652159999999,-122.31584620000001
598,59.206350118539376,551424.5468792131,5274287.788758968,47.61995239999999,-122.3156311
599,59.206350118539376,551415.2484844418,5274511.255492087,47.6219637,-122.31572859999999
600,33.118958921703154,551426.7360471449,5275018.073644809,47.62652270000001,-122.3155162
601,890.2412885550517,549698.2663354584,5273249.493104666,47.6107454,-122.338721
602,890.2412885550517,549779.6334261347,5273300.669687637,47.6111996,-122.3376326
603,1275.4010391020638,549866.4724524576,5273355.1508066505,47.6116831,-122.33647100000002
604,1275.4010391020638,550031.5405467986,5273457.941208358,47.61259520000001,-122.334263
605,67.02894950844235,550699.416888142,5274247.969435238,47.619651299999994,-122.3252852
606,59.206350118539376,551582.6959306734,5274290.9647075515,47.6199684,-122.3135262
607,73.73053303143445,550563.8578531032,5275826.458018468,47.6338638,-122.32690680000002
608,73.73053303143445,550746.3578264462,5275828.878617315,47.63387130000001,-122.32447730000001
609,90.91666666666669,551024.7906969282,5274510.546757342,47.62198819999999,-122.3209248
610,59.206350118539376,551572.7277374391,5274511.313258321,47.62195169999999,-122.31363290000002
611,2143.2359624903006,549903.7755462929,5274247.659938246,47.6197103,-122.33587300000002
612,2143.2359624903006,549903.6582611167,5274375.443416139,47.62086,-122.33585999999998
613,108.99883081564843,550689.4409229568,5273506.960565697,47.61298510000001,-122.32550369999998
614,108.99883081564843,550698.369663062,5273506.949294965,47.61298430000001,-122.3253849
615,88.07274729213015,551568.2695367144,5271606.989801958,47.5958214,-122.31403399999999
616,88.07274729213015,551661.0464639739,5271607.532905742,47.59581889999999,-122.3127999
617,73.73053303143445,550158.201183455,5275057.80931189,47.62697969999999,-122.33239450000002
618,73.73053303143445,550126.5519170975,5275086.823952096,47.6272432,-122.3328124
619,2143.2359624903006,550119.700692291,5274244.477918646,47.61966499999999,-122.333
620,2143.2359624903006,550118.5961202949,5274372.919851179,47.620820699999996,-122.333
621,72.71646346761983,550976.2214352915,5276208.59498789,47.6372696,-122.3213734
622,72.71646346761983,550975.7766405555,5276333.23090027,47.63839099999999,-122.32136480000001
623,33.118958921703154,550991.8844720213,5275049.863132115,47.6268431,-122.3212999
624,72.71646346761983,550990.0535862329,5275455.653841403,47.6304942,-122.32127699999998
625,414.435143232494,549434.8481338074,5273516.903906469,47.61317149999999,-122.34219559999998
626,414.435143232494,549498.2406044918,5273590.597922201,47.61382969999999,-122.3413438
627,414.435143232494,549558.929721737,5273661.190940003,47.6144602,-122.34052829999999
628,414.435143232494,549691.355168405,5273815.110405995,47.6158349,-122.33874880000002
629,710.2890650336079,549883.101200597,5274037.9729270395,47.61782529999999,-122.336172
630,890.2412885550517,550105.0291827202,5272604.350467533,47.6049096,-122.3333828
631,890.2412885550517,550188.1373177468,5272655.647604611,47.605364699999996,-122.33227130000002
632,890.2412885550517,550269.9463764902,5272708.3685336355,47.60583269999999,-122.3311769
633,1167.3888665563823,550440.6452455221,5272817.631897189,47.6068025,-122.32889339999998
634,183.5192023700494,550686.4634258605,5272971.9890731,47.60817209999999,-122.3256052
635,392.83050851292734,550853.4985736732,5273075.564516926,47.6090909,-122.3233709
636,507.6801927547495,550254.5991483406,5272367.985831664,47.6027714,-122.33142010000002
637,507.6801927547495,550339.4221030398,5272421.167099453,47.603243299999995,-122.3302856
638,507.6801927547495,550420.612528483,5272471.772981957,47.6036923,-122.3291997
639,517.7530057724063,551001.5436756305,5272839.560938518,47.6069559,-122.32142870000001
640,72.71646346761983,550681.9474050176,5275099.57553989,47.6273147,-122.3254191
641,67.02894950844235,550673.9480192283,5274119.351906923,47.6184961,-122.32563900000001
642,89.35456371243312,550638.5958928306,5271788.125863483,47.59752440000001,-122.32637880000001
643,89.35456371243312,550933.9110511914,5271789.374634726,47.59751249999999,-122.3224505
644,89.35456371243312,550991.6849175302,5271789.523772875,47.5975093,-122.32168200000001
645,72.71646346761983,550681.4732004271,5275218.008933588,47.6283803,-122.3254117
646,414.435143232494,549759.6037254357,5273755.840615131,47.615296399999984,-122.3378474
647,414.435143232494,549392.9385941233,5274065.274933204,47.61810849999999,-122.34269140000002
648,33.118958921703154,551415.3148648251,5275610.661944035,47.6318552,-122.31559860000002
649,276.03060324118366,549138.2777463516,5273770.509243669,47.61547579999999,-122.34611320000002
650,276.03060324118366,549068.6519615187,5273829.907989792,47.6160155,-122.347033
651,276.03060324118366,548854.4247710996,5274012.610129793,47.6176755,-122.34986320000002
652,73.73053303143445,550369.7692357244,5276312.731389671,47.63825400000001,-122.32943429999999
653,2143.2359624903006,550020.5014711418,5274245.048347884,47.6196778,-122.33432
654,2143.2359624903006,550017.9841423477,5274374.622943348,47.620843799999996,-122.33433870000002
655,2143.2359624903006,550011.086597632,5274849.090570804,47.6251132,-122.33437629999999
656,140.3994728427065,549512.1012987854,5274245.919827288,47.619724700000006,-122.3410853
657,140.3994728427065,549510.8518108513,5274375.305174681,47.62088889999999,-122.34108729999998
658,222.89257698519293,550215.7266761913,5274245.893578159,47.619670299999996,-122.33172200000001
659,222.89257698519293,550209.1682528183,5274804.723946374,47.624698699999996,-122.3317452
660,507.6801927547495,550519.8060819764,5272313.970902644,47.6022648,-122.3278983
661,386.0166166894943,549262.2496237076,5273916.411793327,47.61677910000001,-122.34444719999999
662,386.0166166894943,549193.2917165316,5273974.191975447,47.61730419999999,-122.3453583
663,104.0276804926654,548759.9628336639,5273472.496704375,47.61282310000001,-122.3511803
664,386.0166166894943,549132.9109171069,5273904.350021382,47.6166804,-122.3461696
665,386.0166166894943,549201.9139992706,5273844.802293542,47.6161394,-122.3452581
666,72.71646346761983,550850.3582008281,5275851.881474259,47.63407010000001,-122.3230903
667,184.8392083966153,549324.4114821238,5275069.174852721,47.627146,-122.3434902
668,184.8392083966153,549318.9167420024,5274875.923457193,47.625407700000004,-122.3435851
669,276.03060324118366,548336.9833915166,5274073.960628462,47.6182663,-122.35674190000002
670,190.46225795960805,550467.800812994,5273868.3515471155,47.6162539,-122.3284111
671,710.2890650336079,550020.7574471163,5274000.6962023,47.61747929999999,-122.33434450000001
672,276.03060324118366,548584.8746285166,5274111.2215395095,47.618583,-122.3534391
673,33.118958921703154,551088.5694952834,5274885.490941199,47.6253566,-122.3200323
674,33.118958921703154,551024.7910513706,5274852.9108298905,47.625068500000005,-122.3208849
675,100.53125,550699.5635135027,5274119.674707405,47.618497000000005,-122.3252981
676,100.53125,550700.0541888813,5274036.486094859,47.6177485,-122.32530119999998
677,228.118409685993,551220.6593450801,5273417.863255422,47.61214170000001,-122.31844599999998
678,241.63233538745038,551535.7953162695,5273615.4022982875,47.61389400000001,-122.3142298
679,72.71646346761983,550515.8349708904,5275154.284070331,47.6278199,-122.3276236
680,138.41879173705084,550121.5939444723,5271870.787166692,47.5983083,-122.3332463
681,276.03060324118366,548649.6721276965,5274060.268329857,47.6181197,-122.3525825
682,140.3994728427065,549323.851290616,5274244.946015121,47.61973029999999,-122.3435905
683,140.3994728427065,549310.2905833969,5274244.553400226,47.6197278,-122.343771
